date,fiscal_year,customer_code,market,product_code,sold_quantity,product,gross_price,Total_gross_price,pre_invoice_discount_pct
2017-09-01,2018,90008165,Australia,A0118150101,9,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,138.56,0.2849
2017-09-01,2018,90008166,Australia,A0118150101,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,184.74,0.2884
2017-09-01,2018,90008167,Australia,A0118150101,10,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,153.95,0.1947
2017-09-01,2018,90011185,France,A0118150101,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,46.19,0.2779
2017-09-01,2018,90011186,France,A0118150101,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,30.79,0.2091
2017-09-01,2018,90011187,France,A0118150101,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,30.79,0.2924
2017-09-01,2018,90011189,France,A0118150101,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,76.98,0.2992
2017-09-01,2018,90011190,France,A0118150101,10,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,153.95,0.2717
2017-09-01,2018,90011191,France,A0118150101,14,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,215.53,0.2270
2017-09-01,2018,90012033,Germany,A0118150101,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,0.00,0.2847
2017-09-01,2018,90012034,Germany,A0118150101,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,0.00,0.1984
2017-09-01,2018,90012035,Germany,A0118150101,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,0.00,0.2777
2017-09-01,2018,90012037,Germany,A0118150101,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,0.00,0.2204
2017-09-01,2018,90012038,Germany,A0118150101,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,0.00,0.2947
2017-09-01,2018,90012039,Germany,A0118150101,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,0.00,0.2285
2017-09-01,2018,90012041,Germany,A0118150101,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,0.00,0.2576
2017-09-01,2018,90013117,Italy,A0118150101,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,15.40,0.1990
2017-09-01,2018,90013118,Italy,A0118150101,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,30.79,0.2634
2017-09-01,2018,90013119,Italy,A0118150101,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,30.79,0.2809
2017-09-01,2018,90013121,Italy,A0118150101,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,46.19,0.2639
2017-09-01,2018,90013122,Italy,A0118150101,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,46.19,0.1942
2017-09-01,2018,90013123,Italy,A0118150101,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,46.19,0.2567
2017-09-01,2018,90016173,Poland,A0118150101,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,15.40,0.2083
2017-09-01,2018,90016175,Poland,A0118150101,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,15.40,0.2551
2017-09-01,2018,90022071,USA,A0118150101,21,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,323.30,0.1906
2017-09-01,2018,90022073,USA,A0118150101,18,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,277.11,0.2834
2017-09-01,2018,90022074,USA,A0118150101,39,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,600.41,0.2709
2017-09-01,2018,90022075,USA,A0118150101,19,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,292.51,0.2553
2017-09-01,2018,90022077,USA,A0118150101,10,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,153.95,0.2394
2017-09-01,2018,90022078,USA,A0118150101,20,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,307.90,0.2882
2017-09-01,2018,90022079,USA,A0118150101,29,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,446.46,0.2788
2017-09-01,2018,90022081,USA,A0118150101,37,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,569.62,0.2957
2017-09-01,2018,90022082,USA,A0118150101,6,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,92.37,0.2954
2017-09-01,2018,90022083,USA,A0118150101,10,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,153.95,0.2551
2017-09-01,2018,90023022,Canada,A0118150101,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,76.98,0.2054
2017-09-01,2018,90023023,Canada,A0118150101,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,15.40,0.2764
2017-09-01,2018,90023025,Canada,A0118150101,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,15.40,0.2908
2017-09-01,2018,90023026,Canada,A0118150101,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,30.79,0.2998
2017-09-01,2018,90023027,Canada,A0118150101,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,15.40,0.2755
2017-09-01,2018,90023029,Canada,A0118150101,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,30.79,0.2171
2017-09-01,2018,90023030,Canada,A0118150101,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,61.58,0.2117
2017-09-01,2018,90027207,Brazil,A0118150101,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",15.3952,61.58,0.2803
2017-09-01,2018,70002017,India,A0118150102,77,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,1508.24,0.0824
2017-09-01,2018,70002018,India,A0118150102,23,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,450.51,0.2956
2017-09-01,2018,70003181,Indonesia,A0118150102,15,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,293.81,0.0536
2017-09-01,2018,70003182,Indonesia,A0118150102,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,215.46,0.2378
2017-09-01,2018,70006157,Philiphines,A0118150102,10,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,195.88,0.1057
2017-09-01,2018,70006158,Philiphines,A0118150102,8,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,156.70,0.1875
2017-09-01,2018,70007198,"South Korea",A0118150102,25,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,489.69,0.0700
2017-09-01,2018,70007199,"South Korea",A0118150102,33,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,646.39,0.2551
2017-09-01,2018,70008169,Australia,A0118150102,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,235.05,0.0953
2017-09-01,2018,70008170,Australia,A0118150102,14,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,274.23,0.1896
2017-09-01,2018,70011193,France,A0118150102,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,58.76,0.0521
2017-09-01,2018,70011194,France,A0118150102,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,78.35,0.2046
2017-09-01,2018,70012042,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.0984
2017-09-01,2018,70012043,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.2620
2017-09-01,2018,70013125,Italy,A0118150102,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,39.18,0.0587
2017-09-01,2018,70013126,Italy,A0118150102,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,19.59,0.2501
2017-09-01,2018,70016177,Poland,A0118150102,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,19.59,0.0856
2017-09-01,2018,70022085,USA,A0118150102,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,235.05,0.2025
2017-09-01,2018,70023031,Canada,A0118150102,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,78.35,0.1008
2017-09-01,2018,80001019,China,A0118150102,6,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,117.53,0.2815
2017-09-01,2018,80006154,Philiphines,A0118150102,32,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,626.80,0.2728
2017-09-01,2018,80006155,Philiphines,A0118150102,28,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,548.45,0.2797
2017-09-01,2018,80007195,"South Korea",A0118150102,89,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,1743.29,0.2990
2017-09-01,2018,90001021,China,A0118150102,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,19.59,0.2798
2017-09-01,2018,90002001,India,A0118150102,24,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,470.10,0.2490
2017-09-01,2018,90002002,India,A0118150102,16,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,313.40,0.2005
2017-09-01,2018,90002003,India,A0118150102,10,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,195.88,0.2831
2017-09-01,2018,90002005,India,A0118150102,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,215.46,0.2121
2017-09-01,2018,90002006,India,A0118150102,38,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,744.33,0.2923
2017-09-01,2018,90002007,India,A0118150102,45,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,881.44,0.2265
2017-09-01,2018,90002009,India,A0118150102,34,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,665.98,0.2156
2017-09-01,2018,90002010,India,A0118150102,39,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,763.91,0.2242
2017-09-01,2018,90002011,India,A0118150102,22,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,430.93,0.2902
2017-09-01,2018,90002013,India,A0118150102,55,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,1077.31,0.2644
2017-09-01,2018,90002014,India,A0118150102,8,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,156.70,0.2971
2017-09-01,2018,90002015,India,A0118150102,74,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,1449.48,0.2860
2017-09-01,2018,90003179,Indonesia,A0118150102,16,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,313.40,0.2193
2017-09-01,2018,90006153,Philiphines,A0118150102,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,137.11,0.2970
2017-09-01,2018,90007197,"South Korea",A0118150102,14,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,274.23,0.2031
2017-09-01,2018,90008165,Australia,A0118150102,4,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,78.35,0.2849
2017-09-01,2018,90008166,Australia,A0118150102,18,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,352.58,0.2884
2017-09-01,2018,90008167,Australia,A0118150102,8,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,156.70,0.1947
2017-09-01,2018,90011185,France,A0118150102,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,137.11,0.2779
2017-09-01,2018,90011186,France,A0118150102,9,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,176.29,0.2091
2017-09-01,2018,90011187,France,A0118150102,8,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,156.70,0.2924
2017-09-01,2018,90011189,France,A0118150102,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,97.94,0.2992
2017-09-01,2018,90011190,France,A0118150102,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,58.76,0.2717
2017-09-01,2018,90011191,France,A0118150102,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,39.18,0.2270
2017-09-01,2018,90012033,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.2847
2017-09-01,2018,90012034,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.1984
2017-09-01,2018,90012035,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.2777
2017-09-01,2018,90012037,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.2204
2017-09-01,2018,90012038,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.2947
2017-09-01,2018,90012039,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.2285
2017-09-01,2018,90012041,Germany,A0118150102,0,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,0.00,0.2576
2017-09-01,2018,90013117,Italy,A0118150102,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,39.18,0.1990
2017-09-01,2018,90013118,Italy,A0118150102,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,39.18,0.2634
2017-09-01,2018,90013119,Italy,A0118150102,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,19.59,0.2809
2017-09-01,2018,90013121,Italy,A0118150102,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,58.76,0.2639
2017-09-01,2018,90013122,Italy,A0118150102,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,19.59,0.1942
2017-09-01,2018,90013123,Italy,A0118150102,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,39.18,0.2567
2017-09-01,2018,90016174,Poland,A0118150102,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,19.59,0.2051
2017-09-01,2018,90016175,Poland,A0118150102,1,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,19.59,0.2551
2017-09-01,2018,90022071,USA,A0118150102,26,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,509.28,0.1906
2017-09-01,2018,90022073,USA,A0118150102,12,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,235.05,0.2834
2017-09-01,2018,90022074,USA,A0118150102,37,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,724.74,0.2709
2017-09-01,2018,90022075,USA,A0118150102,25,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,489.69,0.2553
2017-09-01,2018,90022077,USA,A0118150102,19,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,372.16,0.2394
2017-09-01,2018,90022078,USA,A0118150102,36,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,705.15,0.2882
2017-09-01,2018,90022079,USA,A0118150102,26,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,509.28,0.2788
2017-09-01,2018,90022081,USA,A0118150102,37,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,724.74,0.2957
2017-09-01,2018,90022082,USA,A0118150102,7,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,137.11,0.2954
2017-09-01,2018,90022083,USA,A0118150102,11,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,215.46,0.2551
2017-09-01,2018,90023022,Canada,A0118150102,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,97.94,0.2054
2017-09-01,2018,90023023,Canada,A0118150102,5,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,97.94,0.2764
2017-09-01,2018,90023025,Canada,A0118150102,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,39.18,0.2908
2017-09-01,2018,90023026,Canada,A0118150102,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,39.18,0.2998
2017-09-01,2018,90023027,Canada,A0118150102,2,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,39.18,0.2755
2017-09-01,2018,90023029,Canada,A0118150102,3,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",19.5875,58.76,0.2171
