date,fiscal_year,customer_code,customer,market,product_code,product,variant,sold_quantity,gross_price_per_item,gross_price_total
2017-09-01,2018,90011190,"Media Markt",France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95
2017-09-01,2018,90011191,Sorefoz,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,15.3952,215.53
2017-09-01,2018,90012033,Digimarket,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00
2017-09-01,2018,90012034,Otto,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00
2017-09-01,2018,90012037,Saturn,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00
2017-09-01,2018,90012038,Expert,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00
2017-09-01,2018,90013117,Euronics,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40
2017-09-01,2018,90013118,Fnac-Darty,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79
2017-09-01,2018,90013121,Boulanger,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19
2017-09-01,2018,90013122,"Radio Popular",Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19
2017-09-01,2018,90013123,Expert,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19
2017-09-01,2018,90016173,Expert,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40
2017-09-01,2018,90016175,"Argos (Sainsbury's)",Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,21,15.3952,323.30
2017-09-01,2018,90022073,Control,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,15.3952,277.11
2017-09-01,2018,90022074,Flipkart,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,39,15.3952,600.41
2017-09-01,2018,90022075,BestBuy,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,15.3952,292.51
2017-09-01,2018,90022077,"Radio Shack",USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95
2017-09-01,2018,90022078,Costco,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,20,15.3952,307.90
2017-09-01,2018,90022079,walmart,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,29,15.3952,446.46
2017-09-01,2018,90022081,Amazon,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,37,15.3952,569.62
2017-09-01,2018,90022082,"Amazon ",USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,15.3952,92.37
2017-09-01,2018,90022083,Ebay,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95
2017-09-01,2018,90023022,"Nomad Stores",Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98
2017-09-01,2018,90023023,Amazon,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40
2017-09-01,2018,90023025,"Premium Stores",Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40
2017-09-01,2018,90023026,Relief,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79
2017-09-01,2018,90023027,Costco,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40
2017-09-01,2018,90023029,Staples,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79
2017-09-01,2018,90023030,"Amazon ",Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58
2017-09-01,2018,90027207,"Amazon ",Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58
2017-09-01,2018,70002017,"Atliq Exclusive",India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,77,19.5875,1508.24
2017-09-01,2018,70002018,"Atliq e Store",India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,23,19.5875,450.51
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,15,19.5875,293.81
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,11,19.5875,215.46
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,10,19.5875,195.88
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,8,19.5875,156.70
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,25,19.5875,489.69
2017-09-01,2018,70007199,"Atliq e Store","South Korea",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,33,19.5875,646.39
2017-09-01,2018,70008169,"Atliq Exclusive",Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,12,19.5875,235.05
2017-09-01,2018,70008170,"Atliq e Store",Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,14,19.5875,274.23
2017-09-01,2018,70011193,"Atliq Exclusive",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,3,19.5875,58.76
2017-09-01,2018,70011194,"Atliq e Store",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,4,19.5875,78.35
2017-09-01,2018,70012042,"Atliq Exclusive",Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,70012043,"Atliq e Store",Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,70013125,"Atliq Exclusive",Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.5875,39.18
2017-09-01,2018,70013126,"Atliq e Store",Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.5875,19.59
2017-09-01,2018,70016177,"Atliq Exclusive",Poland,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.5875,19.59
2017-09-01,2018,70022085,"Atliq e Store",USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,12,19.5875,235.05
2017-09-01,2018,70023031,"Atliq Exclusive",Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,4,19.5875,78.35
2017-09-01,2018,80001019,Neptune,China,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,6,19.5875,117.53
2017-09-01,2018,80006154,Synthetic,Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,32,19.5875,626.80
2017-09-01,2018,80006155,Novus,Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,28,19.5875,548.45
2017-09-01,2018,80007195,Sage,"South Korea",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,89,19.5875,1743.29
2017-09-01,2018,90001021,Taobao,China,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.5875,19.59
2017-09-01,2018,90002001,"Reliance Digital",India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,24,19.5875,470.10
2017-09-01,2018,90002002,Croma,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,16,19.5875,313.40
2017-09-01,2018,90002003,Ezone,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,10,19.5875,195.88
2017-09-01,2018,90002005,Lotus,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,11,19.5875,215.46
2017-09-01,2018,90002006,Viveks,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,38,19.5875,744.33
2017-09-01,2018,90002007,Girias,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,45,19.5875,881.44
2017-09-01,2018,90002009,Flipkart,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,34,19.5875,665.98
2017-09-01,2018,90002010,Ebay,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,39,19.5875,763.91
2017-09-01,2018,90002011,"Atliq Exclusive",India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,22,19.5875,430.93
2017-09-01,2018,90002013,Electricalslytical,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,55,19.5875,1077.31
2017-09-01,2018,90002014,Expression,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,8,19.5875,156.70
2017-09-01,2018,90002015,Propel,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,74,19.5875,1449.48
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,16,19.5875,313.40
2017-09-01,2018,90006153,Insight,Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,7,19.5875,137.11
2017-09-01,2018,90007197,"Amazon ","South Korea",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,14,19.5875,274.23
2017-09-01,2018,90008165,"Forward Stores",Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,4,19.5875,78.35
2017-09-01,2018,90008166,Sound,Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,18,19.5875,352.58
2017-09-01,2018,90008167,Electricalsocity,Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,8,19.5875,156.70
2017-09-01,2018,90011185,"Epic Stores",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,7,19.5875,137.11
2017-09-01,2018,90011186,Elite,France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,9,19.5875,176.29
2017-09-01,2018,90011187,"Chip 7",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,8,19.5875,156.70
2017-09-01,2018,90011189,UniEuro,France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,5,19.5875,97.94
2017-09-01,2018,90011190,"Media Markt",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,3,19.5875,58.76
2017-09-01,2018,90011191,Sorefoz,France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.5875,39.18
2017-09-01,2018,90012033,Digimarket,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,90012034,Otto,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,90012037,Saturn,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,90012038,Expert,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.5875,0.00
2017-09-01,2018,90013117,Euronics,Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.5875,39.18
2017-09-01,2018,90013118,Fnac-Darty,Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.5875,39.18
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.5875,19.59
2017-09-01,2018,90013121,Boulanger,Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,3,19.5875,58.76
2017-09-01,2018,90013122,"Radio Popular",Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.5875,19.59
2017-09-01,2018,90013123,Expert,Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.5875,39.18
2017-09-01,2018,90016174,"Currys (Dixons Carphone)",Poland,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.5875,19.59
2017-09-01,2018,90016175,"Argos (Sainsbury's)",Poland,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.5875,19.59
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,26,19.5875,509.28
2017-09-01,2018,90022073,Control,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,12,19.5875,235.05
2017-09-01,2018,90022074,Flipkart,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,37,19.5875,724.74
2017-09-01,2018,90022075,BestBuy,USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,25,19.5875,489.69
2017-09-01,2018,90022077,"Radio Shack",USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,19,19.5875,372.16
